SponsorID|SponsorTypes|SponsorName
GM02009|C|ICSC EDUCATIONAL FOU
GM0201|C|GLAXO INC
GM02010|C|NATL BUREAU OF ECONOMIC RES
GM02011|C|INTL SOC OF ARBORICULTURE
GM02012|C|ASSO OF FOOD & DRUG OFFICIALS
GM02013|C|BUSH|C| BARBARA FOU
GM02014|C|MILORGANITE
GM02015|C|HEREDITARY DISEASE FOU
GM02016|C|NATL INST FOR HEALTHCARE RES
GM02017|C|AMER ASSO OF EQUINE PRAC FOU
GM02018|C|SO BLDG CODE CONGRESS INTL INC
GM02019|C|CASEY FOU|C| ANNIE E
GM0202|C|GLYCOMED INC
GM02020|C|AMER CNCL OF LEARNED SOCIETIE
GM02021|C|CURE AUTISM NOW (LACAN)
GM02022|C|CNCL FOR INTL COOPERATION
GM02023|C|NATL CTR FOR ATMOSPHERIC RES
GM02024|C|HARVARD PILGRIM HEALTHCARE
GM02025|C|ASSO OF AMER VET MED COLLEGES
GM02026|C|MUSCULAR FOU FOR RES DEV
GM02027|C|VISIT FLORIDA
GM02028|C|JACKSONVILLE JAGUARS FOU
GM02029|C|WHITNEY MUSEUM OF AMER ART
GM0203|C|GRACE & COMPANY|C| W R
GM02030|C|FRAXA RESEARCH FOU
GM02031|C|ST JOSEPH'S HOSP MED CNT BARROW NEURO
GM02032|C|LEMELSON FOU
GM02033|C|NATL COLLEGIATE INVENTORS AND INNOVATORS
GM02034|C|FACCT FOUND FOR ACCOUNTABILITY
GM02035|C|DRUG INFORMATION ASSO
GM02036|C|AMER ASSO OF ENDODONTICS
GM02037|C|FAMILY VOICES
GM02038|C|SOCIETY OF SURGICAL ONCOLOGY
GM02039|C|WILBUR FOU|C| MARGUERITE EYER
GM0204|C|GREAT LAKES CHEMICAL CORP
GM02040|C|NATL PHYSICAL SCIENCE CONSORTI
GM02041|C|AMER ACAD OF AUDIOLOGY
GM02042|C|SOUTHEAST ATHLETIC TRAINERS ASSO
GM02043|C|GRANT FOU|C| WILLIAM T
GM02044|C|LIFESOUTH COM BLOOD CNTR
GM02045|C|ASSO ADVNMT APPL SPORT PSYCHOL
GM02046|C|AMER FOU FOR PHARM EDU (AFPE)
GM02047|C|INST FOR ADV OF COMM PHARMACY
GM02048|C|TROPICAL & SUBTROPICAL SEAFOOD
GM02049|C|NATA
GM0205|C|GRF CORP
GM02050|C|MASSACHUSETTS GENERAL HOSPITAL
GM02051|C|THE BRAIN TUMOR SOCIETY
GM02052|C|WALT DISNEY CO FOU
GM02053|C|WALT DISNEY CO FOU WILDLIFE CONS FUND
GM02054|C|FL SOCIETY OF RHEUMATOLOGISTS
GM02055|C|AMER ASSO OF FAMLY CONSUMR SCI
GM02056|C|ROCKEFELLER BROTHERS FUND
GM02057|C|METROPOLITAN HOSPITAL
GM02058|C|NATL CNCL FOR EURASIAN -NCEEER
GM02059|C|SANDLER PROGRAM FOR ASTHMA RES
GM0206|C|GRIFFIN CORP
GM02060|C|DYSON FOU
GM02061|C|EDU|C| RES AND DEV ASSO OF GA UNIV
GM02062|C|ELLISON MEDICAL FOU
GM02063|C|THOMAS H MAREN FOU
GM02064|C|LEUKEMIA & LYMPHOMA SOC
GM02065|C|SW FL CNCL FOR ENV EDU
GM02066|C|NEOTROPICAL CONSER & DEV FUND
GM02067|C|FRIENDS OF ROOKERY BAY
GM02068|C|BERBECKER|C| WJ AND LA SCHOLAR FOU
GM02069|C|FL ASSO OF COUNTIES
GM0207|C|GRW CORP
GM02070|C|US HOLOCAUST MEMORIAL MUSEUM
GM02071|C|BATTELLE CONSERVATION INTL
GM02072|C|FL EXOTIC PEST PLANT CNCL
GM02073|C|INTL READING ASSOCIATION
GM02074|C|COALITION FOR MINORITY HLTH
GM02075|C|LUSTGARTEN FOU PANCREATIC CANCER
GM02076|C|CROQUET FOU OF FLORIDA
GM02077|C|AMER ASSO FOR STUDY OF LIVER DISEASE
GM02078|C|THE AMER BOARD OF PEDIATRICS
GM02079|C|EASTERN VIRGINIA MED SCHOOL
GM0208|C|GTE CORP
GM02080|C|MAYO FOU FOR MED EDU AND RES
GM02081|C|AMER FEED INGREDIENTS ASSO
GM02082|C|DC DEVELOPING FAMILIES CTR
GM02083|C|LITERACY TRUST INC
GM02084|C|PRADER-WILLI SYNDROME ASSO
GM02085|C|PEACE EDUCATION FOU
GM02086|C|PARKER HUGHES INST
GM02087|C|WORKFORCE FLORIDA INC
GM02088|C|WORKFORCE FL INC SW FL DEV BOARD
GM02089|C|WORKFORCE FL INC ALACHUA BRADFORD BD
GM0209|C|GYNOPHARMA
GM02090|C|WORKFORCE FL INC SUNCOAST DEV BOARD
GM02091|C|WORKFORCE FL INC POLK CNTY DEV BOARD
GM02092|C|WORKFORCE FL INC CHIPOLA REG PLAN BD
GM02093|C|WORKFORCE FL INC FLAGLER VOLUSIA DEV BRD
GM02094|C|WORKFORCE FL INC CNTRL FLORIDA DEV BOARD
GM02095|C|WORKFORCE FL INC TREASURE COAST DEV BOAR
GM02096|C|WORKFORCE FL INC ESCAROSA REG DEV BD
GM02097|C|CHILES FOU|C| LAWTON
GM02098|C|AMER EGG BOARD
GM02099|C|NATL BRAIN INJURY RES T AND T FOU
GM021|C|ALPHA THERAPEUTIC CORP
GM0210|C|HAMILTON MEDICAL INC
GM02100|C|AMER SOC HLTH SYS PHARM FOU
GM02101|C|GOLD FOU|C| ARNOLD P
GM02102|C|THE FOREST MANAGEMENT TRUST
GM02103|C|TRANSNATIONAL FAMILY RES INST
GM02104|C|HANDLER FOU|C| MILTON & MIRIAM
GM02105|C|EURASIA FOU
GM02106|C|NE FL LIBRARY INFORMATION NET
GM02107|C|FOU MANAGED DERIVATIVES RES
GM02108|C|SOU DADE SOIL WATER CONSER DIST
GM02109|C|MINNEAPOLIS HEART INST FOU
GM0211|C|HARCOURT BRACE JOVANOVICH INC
GM02110|C|FL INST FOR WORKFORCE INNOVAT
GM02111|C|AMER HAND THERAPY FOU
GM02112|C|FOX FOU|C| MICHAEL J
GM02113|C|INST FOR SCIENTIFIC RESEARCH
GM02114|C|THE FLORIDA AHEC NETWORK
GM02115|C|PALMETTO RICHLAND MEMORIAL HSP
GM02116|C|AMER MALACOLOGICAL SOC INC
GM02117|C|SOC FOR MATERNAL FETAL MED
GM02118|C|NUCKOLLS FUND FOR LIGHTING EDU
GM02119|C|FL HOUSING FINANCE CORP
GM0212|C|HARRIS CORP
GM02120|C|LET THERE BE HOPE MED RES FOU
GM02121|C|FL CNCL ON COMPULSIVE GAMBLING
GM02122|C|JOUR OF AM WATER RESOURCE ASSO
GM02123|C|THE CHEST FOU
GM02124|C|WELLINGTON MEM FOU|C| FRED J
GM02125|C|AMER MARKETING ASSO
GM02126|C|EASTERN PARALYZED VETERAN ASSO
GM02127|C|DESERT RESEARCH INST
GM02128|C|FL COMMISSION ON TOURISM
GM02129|C|CHILDRENS HOSP PHILADELPHIA
GM0213|C|HARTZ MOUNTAIN CORP
GM02130|C|AMER CHEMISTRY CNCL
GM02131|C|CHILDRENS HOSP DENVER
GM02132|C|CHILDRENS HOSP SEATTLE
GM02133|C|NATL CHILDHOOD CANCER FOU
GM02134|C|TALLAHASSEE MEM HLTH CARE FOU
GM02135|C|TAMPA BAY ESTUARY PROGRAM
GM02136|C|FL RECREATION AND PARKS ASSO FOU
GM02137|C|UF JACKSONVILLE HEALTHCARE
GM02138|C|AGOURON INST
GM02139|C|SE SOC PLASTIC RECONST SURG
GM0214|C|HAZLETON LABORATORIES
GM02140|C|FLIGHT ATTENDANT MED RES INST
GM02141|C|AMER PSYCHOSOMATIC SOC
GM02142|C|FAMILY HLTH INTERNATIONAL
GM02143|C|CONSUMERS UNION OF US INC
GM02144|C|CHILDRENS HLTH ALLIANCE WISCONSIN
GM02145|C|WILDLIFE FOU OF FLORIDA
GM02146|C|SHANDS CHILDREN'S MIRACLE NETWORK
GM02147|C|FL PEANUT PRODUCERS ASSO
GM02148|C|DIRECTED ENERGY PROF SOC
GM02149|C|INST FOR ADVANCED STUDY
GM0215|C|HLTH & SCIENCES RESEARCH INC
GM02150|C|WOODROW WILSON NATL FELLOW FOU
GM02151|C|HLTH SMILES FOR WISCONSIN
GM02152|C|FOU FOR CHILDRENS ONCOLOGY GROUP
GM02153|C|PUBLIC HLTH TRUST MIAMI-DADE
GM02154|C|VIRGINIA FOU FOR HUMANITIES
GM02155|C|VIRGINIA MASON RESEARCH CTR
GM02156|C|RHODE ISLAND HOSPITAL
GM02157|C|MEMPHIS ZOOLOGICAL SOCIETY
GM02158|C|CONCERN FOU
GM02159|C|AMER ACAD OF NURSING
GM0216|C|HEART TECHNOLOGY INC
GM02160|C|AMER TYPE CULTURE COLLECTION
GM02161|C|USA EQUESTRIAN INC
GM02162|C|CARD AND INTER RAD RES & EDU FOU
GM02163|C|AL PEANUT PRODUCERS ASSO
GM02164|C|DAUPHIN ISLAND SEA LABORATORY
GM02165|C|NATL HUMANITIES CTR
GM02166|C|LINK FOU
GM02167|C|INST FOR OPER RES & MGMT SCI
GM02168|C|THE BLUE FOU FOR A HEALTHY FL
GM02169|C|ST LUCIE RIVER INITIATIVE
GM0217|C|HELENA CHEMICAL COMPANY
GM02170|C|SOC FOR ACADEMIC EMERGENCY MED
GM02171|C|AUTISM SPEAKS
GM02172|C|SOC PED RADIOLOGY RES AND EDU FOU
GM02173|C|DEFENDERS OF WILDLIFE
GM02174|C|INTL SOC FOR HEART & LUNG TRAN
GM02175|C|DAMON RUNYON CANCER RES FOU
GM02176|C|SCOTT CHAR TRUST|C| KENNETH A
GM02177|C|TRENTON MEDICAL CTR
GM02178|C|KANSAS HLTH INST
GM02179|C|CHILDHOOD BRAIN TUMOR FOU
GM0218|C|HELENE CURTIS INC
GM02180|C|FL LITERACY COALITION
GM02181|C|AMER VITILIGO RES FOU
GM02182|C|HEEB FOU|C| HARRY J
GM02183|C|CHILDRENS HOSP PITTSBURGH
GM02184|C|COALITION FOR JUVENILE JUSTICE
GM02185|C|NATL MASTITIS CNCL
GM02186|C|NEW DIRECTIONS INITIATIVE
GM02187|C|ARKAT USA
GM02188|C|THE PEDIATRIC CANCER FOU
GM02189|C|EVOLVING EARTH FOU
GM0219|C|HENKEL CORP
GM02190|C|INDEPENDENT TELEVISION SERVICE
GM02191|C|ASSO PRIV CORRECT & TRTMT ORG
GM02192|C|AG FACILITIES ADMN MGT CORP
GM02193|C|HALIFAX MEDICAL CTR
GM02194|C|ALACHUA REGIONAL MARINE INST
GM02195|C|ALL CHILDRENS HLTH SYS
GM02196|C|SOUTHERN COASTAL AGROMED CTR
GM02197|C|AMER PLANNING ASSO
GM02198|C|SURGICAL INFECTION SOCIETY
GM02199|C|CERVICAL SPINE RES SOC
GM022|C|ALZA CORP
GM0220|C|HEWLETT-PACKARD COMPANY
GM02200|C|LUPUS RES INST
GM02201|C|ARKANSAS CHILDRENS' HOSPITAL
GM02202|C|CONSTRUCTION INDUSTRY INST
GM02203|C|ASSO MED EDU RES IN SUB ABUSE
GM02204|C|ALACHUA CNTY ORG RURAL NEEDS
GM02205|C|MAREN FOU
GM02206|C|THE GERONTOLOGICAL SOC OF AMER
GM02207|C|AMER FOREST FOU LEARNING TREE
GM02208|C|AMER PSYCHIATRIC ASSO
GM02209|C|AMER PSYCHIATRIC ASSO INST RES AND EDU
GM0221|C|HEWLETT-PACKARD COMPANY IMAGING SYSTEMS
GM02210|C|GAINESVILLE SPORTS ORG COM
GM02211|C|UNITED NEGRO COLLEGE FUND
GM02212|C|MECHANICAL CONTRACTING FOU
GM02213|C|AMER FEED INDUSTRY ASSO
GM02214|C|REYNOLDS FOU|C| CHRISTOPHER
GM02215|C|FOU FOR DIGESTIVE HLTH AND NUTR
GM02216|C|SOC FOR AMER ARCHAEOLOGY
GM02217|C|INST FOR THE STUDY OF AGING
GM02218|C|ASHP RES & EDUCATION FOU
GM02219|C|ARMSTRONG FOU|C| LANCE
GM0222|C|HILL PHARMACEUTICALS
GM02220|C|SOUTHWESTERN MEDICAL FOU
GM02221|C|RESEARCH TRIANGLE INST
GM02222|C|ENVIRONMENTAL RES & EDU FOU
GM02223|C|INST OF PAPER SCIENCE AND TECH
GM02224|C|AMER ZOO AND AQUARIUM ASSO
GM02225|C|SOUTH FL ORCHID SOCIETY
GM02226|C|KAUFFMAN|C| EWING MARION FOU
GM02227|C|NEUROSURGERY RES AND EDU FOU
GM02228|C|LIFEQUEST ORGAN RECOVERY SERV
GM02229|C|INTL TURF PRODUCERS FOU
GM0223|C|HILLS PET NUTRITION INC
GM02230|C|AMER MEDICAL STUDENT ASSO FOU
GM02231|C|NORTH AMER BLUEBIRD SOC
GM02232|C|FL PLANNING AND ZONING ASSO
GM02233|C|THE COMMUNITY PHARMACY FOU
GM02234|C|RETINA RESEARCH FOU
GM02235|C|LENOX HILL HOSPITAL
GM02236|C|SARASOTA CNTY OPENLY PLANS
GM02237|C|SLEEP MEDICINE EDU AND RES FOU
GM02238|C|AMER ASSO OF OCCUP HLTH NURSES
GM02239|C|SOC FOR PSYCHOPHYSIOLOG RES
GM0224|C|HOECHST ROUSSEL VET
GM02240|C|FAMILIES OF SMA
GM02241|C|CALIFORNIA ENERGY COMMISSION
GM02242|C|ACADEMYHEALTH
GM02243|C|AMER ASSO OF ANATOMISTS
GM02244|C|NATL FOU FOR IPM EDU
GM02245|C|FL ASSO OF HOMEBUILDERS
GM02246|C|STARBUCKS FOU
GM02247|C|WORLD GOLF FOU FIRST TEE
GM02248|C|FRICK FOU HELEN CLAY
GM02249|C|MARCHIONNE FOU|C| ANTHONY
GM0225|C|HOECHST-ROUSSEL PHARMACEUTICAL
GM02250|C|INTL SOLAR ENERGY SOC
GM02251|C|FL CTR FOR NURSING
GM02252|C|HEUMANN FUND SPINAL CORD RES
GM02253|C|NOR CALIFORNIA INST FOR RES AND EDU
GM02254|C|URBAN INST
GM02255|C|FLORIDA'S OFFICE OF EARLY LEARNING
GM02256|C|CONSUMER ACTION
GM02257|C|NATL MARROW DONOR PROGRAM
GM02258|C|PETSMART CHARITIES
GM02259|C|AMBULATORY PEDIATRIC ASSO
GM0226|C|HOFFMANN LA ROCHE INC
GM02260|C|HOSPITAL FOR JOINT DISEASES
GM02261|C|JONES ECOLOGICAL RES CTR
GM02262|C|UNITED MITOCHONDRIAL DISEASE FOU
GM02263|C|MBI INTERNATIONAL
GM02264|C|SCOTTISH RITE FOU OF FL
GM02265|C|AMER COL OF LAB ANIMAL MED
GM02266|C|GLOBAL BIODIVERSITY INFORMATIC
GM02267|C|FL CONSORTIUM OF CLINICAL EDU
GM02268|C|MEDSTAR HLTH NATL REHAB HOSPITAL
GM02269|C|NASHVILLE AREA METRO PLAN ORG
GM0227|C|HOFFMANN LA ROCHE INC ROCHE LAB
GM02270|C|ECOARRAY
GM02271|C|LUPUS CLINICAL TRIALS CONSORT
GM02272|C|MIAMI CHILDRENS HOSPITAL FOU
GM02273|C|JOINT COM ACCRED HLTH ORGS
GM02274|C|NATL SPACE BIOMEDICAL RES INST
GM02275|C|FL SPORTS FOU
GM02276|C|ASSO FOR INSTITUTIONAL RES
GM02277|C|INST OF MATHEMATICAL STAT
GM02278|C|THE ENDOCRINE SOCIETY
GM02279|C|GAINESVILLE CHAMBER OF COMM
GM0228|C|HOME DEPOT
GM02280|C|AMER ACAD CHILD ADOLESCENT PSY
GM02281|C|FL CERTIFIED ORGAN GROW & CONS
GM02282|C|HLTH FOU OF SOUTH FL
GM02283|C|WOODS HOLE RES CTR
GM02284|C|SONTAG FOU
GM02285|C|NEW YORK BLOOD CTR
GM02286|C|ALLIANCE FOR CANCER GENE THERA
GM02287|C|FL WILDFLOWER ADVISORY CNCL
GM02288|C|AMER ORNITHOLOGISTS UNION
GM02289|C|SHARED SOLUTIONS
GM0229|C|HONEYWELL INC
GM02290|C|US AND CANADIAN ACAD OF PATHOLO
GM02291|C|LAW SCHOOL ADMISSION CNCL
GM02292|C|NATL WATER RESEARCH INST
GM02293|C|SAWGRASS ASSO
GM02294|C|SPECIAL OLYMPICS INC
GM02295|C|PHRMA FOU
GM02296|C|NATL PEANUT BOARD
GM02297|C|NEC FOU OF AMERICA
GM02298|C|ASSO OF AMER MEDICAL COLLEGES
GM02299|C|AMER COL OF VET INTERN MED FOU
GM023|C|AMAX INC
GM0230|C|HOOPER FARMS
GM02300|C|AIRCAST FOU
GM02301|C|FREEDOM FROM FEAR
GM02302|C|BYRD ALZHEIMER'S CTR AND RES INST
GM02303|C|SOU ASSO COL STUDENT AFFAIRS
GM02304|C|ALL SPECIES FOU
GM02305|C|COMMONWEALTH FUND
GM02306|C|THE CONSERVANCY OF SW FLORIDA
GM02307|C|BARTH SYNDROME FOU
GM02308|C|MAX MCGRAW WILDLIFE FOU
GM02309|C|TUFTS HEALTHCARE INST
GM0231|C|HOUGHTEN PHARMACEUTICALS
GM02310|C|MINNESOTA ACT AGAINST TOBACCO
GM02311|C|AMER DISTANCE EDU CONSORTIUM
GM02312|C|CAMELOT COMMUNITY CARE
GM02313|C|ASHLEY'S BUDDIES
GM02314|C|INST FOR GENOMIC RESEARCH
GM02315|C|LOSS PREVENTION RESESEARCH CNCL
GM02316|C|JUICE PRODUCTS ASSO
GM02317|C|ASSO OF STATE AND TERRITOR HLTH
GM02318|C|PEST MANAGEMENT FOU
GM02319|C|AMER COLLEGE PERSONNEL ASSO
GM0232|C|HYDRO AGRI NORTH AMERICA
GM02320|C|AMER SOC OF LANDSCAPE ARCHITECTS
GM02321|C|SPIE-INTL SOC FOR OPTIC ENGINEERS
GM02322|C|NATL PEST MGMT ASSO PEST MGMT FOU
GM02323|C|CHILDRENS HOSP OAKLAND RESEARCH CTR
GM02324|C|AMER PSYCHOLOGICAL FOU
GM02325|C|CHILDRENS ONCOLOGY GROUP
GM02326|C|BROAD|C| RUTH K BIOMED RES FOU
GM02327|C|CNTR FOR CIVIC EDUCATION
GM02328|C|KIDS CENTRAL
GM02329|C|INTERMOUNTAIN HEALTHCARE
GM0233|C|IBM CORP
GM02330|C|SATELLITE HEALTHCARE RESEARCH
GM02331|C|WATER ENVIRONMENT FEDERATION
GM02332|C|PROCTOR & GAMBLE FUND
GM02333|C|COOLEY'S ANEMIA FOU
GM02334|C|ROSENBLATT-NADERI ASSOCIATES
GM02335|C|PARTNERSHIP FOR STRONG FAM
GM02336|C|CTR OF SUSTAINABLE AGROFOREST
GM02337|C|NATL COM ON SCI FOR SUS FOREST
GM02338|C|GOLDHIRSH FOU
GM02339|C|BENAROYA RES INST AT VA MASON
GM0234|C|IBM CORP THOMAS J WATSON RESEARCH CTR
GM02340|C|MARION CO CHILD ADVOCACY CTR
GM02341|C|CALIFORNIA STRAWBERRY COM
GM02342|C|ALACHUA ARC
GM02343|C|BRAIN TUMOR SOCIETY
GM02344|C|LIGHTNING SAFETY ALLIANCE CORP
GM02345|C|MOORE|C| GORDON & BETTY FOU
GM02346|C|BUILDING A SAFER FLORIDA
GM02347|C|THE AIRCAST FOU
GM02348|C|REYNOLDS FOU|C| DONALD W
GM02349|C|MULTIPLE MYELOMA RESEARCH FOU
GM0235|C|ICI AMERICAS
GM02350|C|AMER PEANUT SHELLERS ASSO
GM02351|C|THE INTL PLANT PROPAGATORS SOC
GM02352|C|LOW IMPACT DEVELOPMENT CTR
GM02353|C|NATURE COAST BUSINESS DEV CNCL
GM02354|C|JAXCARE
GM02355|C|CENTRAL FLORIDA HLTH CNCL
GM02356|C|WINTER PARK HLTH FOU
GM02357|C|HERMAN EYE FUND
GM02358|C|MID-CONTINENT RES FOR EDU & LRN
GM02359|C|REC BOATING & FISHING FOU
GM0236|C|ICI PHARMACEUTICAL GRP ICI AMERICAS
GM02360|C|MULTIPLE COMPANIES
GM02361|C|US DEPT OF AG
GM02362|C|US DEPT OF AG FARMERS HOME ADMN
GM02363|C|US DEPT OF AG FARM SERVICE AGCY
GM02364|C|US DEPT OF AG SUSTAINABLE AG NET
GM02365|C|US DEPT OF AG NATL URB COM FOREST AD COU
GM02366|C|US DEPT OF AG ECONOMIC RES SVC
GM02367|C|US DEPT OF AG NATL AG STAT SERV
GM02368|C|US DEPT OF AG FOREIGN AG SERVICE
GM02369|C|US DEPT OF AG RISK MGMT AGCY
GM0237|C|IDEXX LABORATORIES
GM02370|C|US DEPT OF AG AG MARKETING SVC
GM02371|C|US DEPT OF AG APHIS
GM02372|C|US DEPT OF AG NATL RESOURCES AND ENV
GM02373|C|US DEPT OF AG FOREST SERVICE
GM02374|C|US DEPT OF AG NATURAL RESOURCES CONSERV
GM02375|C|US DEPT OF AG NATL WILDLIFE RES CTR
GM02376|C|US DEPT OF AG SCIENCE AND EDUCATION
GM02377|C|US DEPT OF AG AG RES SVC
GM02378|C|US DEPT OF AG COOP STATE RES SVC
GM02379|C|US DEPT OF AG EXTENSION SERV
GM0238|C|IDEXX LABORATORIES BLUE RIDGE PHARM
GM02380|C|US DEPT OF AG INTEGR PEST MGMT SO REGION
GM02381|C|US DEPT OF AG CITRUS TRISTEZA RES
GM02382|C|US DEPT OF COMMERCE
GM02383|C|US DEPT OF COMMERCE CENSUS BUR
GM02384|C|US DEPT OF COMMERCE EC DEV ADMN
GM02385|C|US DEPT OF COMM NAT INST OF STD AND TECH
GM02386|C|US DEPT OF COMM NATL OCEANIC & ATMOS ADM
GM02387|C|US DEPT OF COMM NATL TECHNICAL INFO SERV
GM02388|C|US DEPT OF COMM NATL TELECOMM ADMN
GM02389|C|US DEPT OF COMMERCE SEA GRANT PROGRAM
GM0239|C|IMC FERTILIZER INC
GM02390|C|US DEPT OF COMMERCE NATL MARINE FISH SER
GM02391|C|US DEPT OF DEFENSE
GM02392|C|US DEPT OF DEFENSE VA CONTRACT ACTIVITY
GM02393|C|US DEPT OF DEFENSE DARPA
GM02394|C|US DEPT OF DEFENSE NATL RECON
GM02395|C|US DEPT OF INTERIOR
GM02396|C|US DEPT OF INTERIOR FISH WILDLIFE PARKS
GM02397|C|US DEPT OF INTERIOR FISH AND WILDLIFE SE
GM02398|C|US DEPT OF INTERIOR NATL BIOLOGICAL SER
GM02399|C|US DEPT OF INTERIOR NATL PARK SERVICE
GM024|C|AM AQUA RESOURCES INC
GM0240|C|INTEL CORP
GM02400|C|US DEPT OF INTERIOR BUREAU OF LAND MGMT
GM02401|C|US DEPT OF INTERIOR MINERAL MGMT SERVICE
GM02402|C|US DEPT OF INTERIOR US GEOLOGICAL SURVEY
GM02403|C|US DEPT OF INTERIOR BUREAU OF RECLAMTION
GM02404|C|US DEPT OF INTERIOR BIOLOGICAL RESOURCES
GM02405|C|US DEPT OF INTERIOR FL WATER RESOURCES
GM02406|C|US DEPT OF TRANSPORTATION
GM02407|C|US DEPT OF TRANSP FEDERAL AVIATION ADMN
GM02408|C|US DEPT OF TRANSPORTATION FED HWAY ADMN
GM02409|C|US DEPT OF TRANS NATL HWY TRAFFIC SAFETY
GM0241|C|INTESCO LABORATORIES
GM02410|C|US DEPT OF STATE
GM02411|C|US INFORMATION AGENCY
GM02412|C|US NUCLEAR REGULATORY COM
GM02413|C|US ENVIRONMENTAL PRO AGCY
GM02414|C|US ENVIRONMENTAL PRO AGCY GULF OF MEXICO
GM02415|C|US FED EMERGENCY MGMT AGCY
GM02416|C|NASA
GM02417|C|NASA AMES RES CTR
GM02418|C|NASA LANGLEY RESEARCH CTR
GM02419|C|NASA LEWIS/GLENN RESEARCH CTR
GM0242|C|INTL DIAGNOSTIC SYSTEMS CORP
GM02420|C|NASA GODDARD SPACE FLIGHT CTR
GM02421|C|NASA JOHNSON SPACE FLIGHT CTR
GM02422|C|NASA KENNEDY SPACE FLIGHT CTR
GM02423|C|NASA MARSHALL SPACE FLIGHT CTR
GM02424|C|NASA STENNIS SPACE FLIGHT CTR
GM02425|C|NASA FL SPACE GRANT CONSORTIUM
GM02426|C|NASA GRAD STUDENT RES PRGM
GM02427|C|NASA LUNAR AND PLANETARY INST
GM02428|C|US NATL FOU ON ARTS & HUMANITIES
GM02429|C|US NATL FOU INST OF MUSEUM SERVS
GM0243|C|INTL PAPER CO
GM02430|C|US NATL ENDOW FOR THE ARTS
GM02431|C|US NATL ENDOW FOR THE HUMANITIES
GM02432|C|NATL SCIENCE FOU
GM02433|C|NATL SCIENCE FOU PRES FAC FELLOWS
GM02434|C|US DEPT OF VETERANS AFFAIRS
GM02435|C|US DEPT OF VET AFF GAINESVILLE MED CTR
GM02436|C|US DEPT OF VET AFF NASHVILLE MED CTR
GM02437|C|ADMINISTRATION ON AGING
GM02438|C|ADMN FOR CHILDREN & FAMILIES
GM02439|C|US FOOD AND DRUG ADMN
GM0244|C|INTERNATIONAL TECHNOLOGY CENTER
GM02440|C|US FOOD AND DRUG ADMN ORPHAN PROD
GM02441|C|NATL INST OF HLTH
GM02442|C|NATL INST OF HLTH OFF AIDS RES
GM02443|C|NATL INST OF HLTH NCI
GM02444|C|NATL INST OF HLTH NICHGR
GM02445|C|NATL INST OF HLTH NCRR
GM02446|C|NATL INST OF HLTH NEI
GM02447|C|NATL INST OF HLTH NHLBI
GM02448|C|NATL INST OF HLTH NIA
GM02449|C|NATL INST OF HLTH NIAAA
GM0245|C|ISK BIOSCIENCES CORP
GM02450|C|NATL INST OF HLTH NIAID
GM02451|C|NATL INST OF HLTH NIAMS
GM02452|C|NATL INST OF HLTH NICHD
GM02453|C|NATL INST OF HLTH NIDCD
GM02454|C|NATL INST OF HLTH NIDCR
GM02455|C|NATL INST OF HLTH NIDDK
GM02456|C|NATL INST OF HLTH NIDA
GM02457|C|NATL INST OF HLTH NIEHS
GM02458|C|NATL INST OF HLTH NIGMS
GM02459|C|NATL INST OF HLTH NIMH
GM0246|C|ISK BIOTECH CORP
GM02460|C|NATL INST OF HLTH NINDS
GM02461|C|NATL INST OF HLTH NINR
GM02462|C|NATL INST OF HLTH NLM
GM02463|C|NATL INST OF HLTH NIBIB
GM02464|C|NATL INST OF HLTH NCCAM
GM02465|C|NATL INST OF HLTH NIDDK NIAID
GM02466|C|NATL INST OF HLTH OFC FOR PRTCT RES RISK
GM02467|C|AGCY HEALTHCARE RES & QUALITY
GM02468|C|HLTH CARE FINANCING ADMN
GM02469|C|US HLTH RESOURCES AND SERV ADMN
GM0247|C|RAYONIER INC
GM02470|C|US HLTH RESO SERV ADMN BHP
GM02471|C|US HLTH RESOURCES AND SERV ADMN MIC WIC
GM02472|C|US HLTH RESOURCES & SERV ADM DIV OF MED
GM02473|C|US HLTH RESOURCES AND SERV HRS NURSING
GM02474|C|US HLTH RESOURCES AND SERV ADMN HIV/AIDS
GM02475|C|SOCIAL SECURITY ADMINISTRATION
GM02476|C|US DEPT OF EDUCATION
GM02477|C|US DEPT OF EDU FND FOR IMPROV POSTSEC ED
GM02478|C|US DEPT OF EDU FULBRIGHT-HAYS
GM02479|C|US DEPT OF EDU SPECIAL ED AND REHAB SERV
GM0248|C|IVAX CORP
GM02480|C|GENERAL SERVICES ADMN
GM02481|C|US ARMY
GM02482|C|US ARMY RESEARCH OFFICE
GM02483|C|US ARMY CORPS OF ENGINEERS
GM02484|C|US ARMY RESEARCH LABORATORY
GM02485|C|US ARMY MED RES ACQUISITION
GM02486|C|US ARMY SPACE AND MISSILE COMMAND
GM02487|C|US ARMY HUMPHREYS ENGINEER CTR
GM02488|C|US ARMY MATERIAL COMMAND ACQ CTR
GM02489|C|US ARMY CECOM ACQUISITION CTR
GM0249|C|IXION BIOTECHNOLOGY INC
GM02490|C|US ARMY MED RES AND MATERIAL COM
GM02491|C|US NAVY
GM02492|C|US NAVY NAVAL AIR DEV CTR
GM02493|C|US NAVY RESEARCH LAB
GM02494|C|US NAVY OFFICE OF NAVAL RES
GM02495|C|US NAVY SPACE NAVAL WAR SYS CTR
GM02496|C|US AIR FORCE
GM02497|C|US AIR FORCE AFOSR
